,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang,kategori_penumpang
70,2021,10,BRT,9,Pinang Ranti - Pluit,670052,Padat Penumpang
71,2021,10,BRT,8,Lebak Bulus - Harmoni,442361,Ramai Penumpang
72,2021,10,BRT,7,Kampung Rambutan - Kampung Melayu,376261,Ramai Penumpang
73,2021,10,BRT,6,Ragunan - Dukuh Atas 2,348321,Ramai Penumpang
74,2021,10,BRT,5,Kampung Melayu - Ancol,430590,Ramai Penumpang
75,2021,10,BRT,4,Pulo Gadung 2 - Tosari,274326,Ramai Penumpang
76,2021,10,BRT,3,Kalideres - Pasar Baru,466445,Padat Penumpang
77,2021,10,BRT,2,Pulo Gadung 1 - Harmoni,331229,Ramai Penumpang
78,2021,10,BRT,13,Ciledug - Tendean,307410,Ramai Penumpang
79,2021,10,BRT,12,Penjaringan - Sunter Bouleverd Barat,140853,Sepi penumpang
80,2021,10,BRT,11,Pulo Gebang - Kampung Melayu,135543,Sepi penumpang
81,2021,10,BRT,10,Tanjung Priok - PGC 2,369184,Ramai Penumpang
82,2021,10,BRT,1,Blok M - Kota,903783,Padat Penumpang
192,2021,8,BRT,9,Pinang Ranti - Pluit,399358,Ramai Penumpang
193,2021,8,BRT,8,Lebak Bulus - Harmoni,248009,Ramai Penumpang
194,2021,8,BRT,7,Kampung Rambutan - Kampung Melayu,211537,Sepi penumpang
195,2021,8,BRT,6,Ragunan - Dukuh Atas 2,194549,Sepi penumpang
196,2021,8,BRT,5,Kampung Melayu - Ancol,228704,Sepi penumpang
197,2021,8,BRT,4,Pulo Gadung 2 - Tosari,147131,Sepi penumpang
198,2021,8,BRT,3,Kalideres - Pasar Baru,263067,Ramai Penumpang
199,2021,8,BRT,2,Pulo Gadung 1 - Harmoni,182122,Sepi penumpang
200,2021,8,BRT,13,Ciledug - Tendean,160187,Sepi penumpang
201,2021,8,BRT,12,Penjaringan - Sunter Bouleverd Barat,80348,Sepi penumpang
202,2021,8,BRT,11,Pulo Gebang - Kampung Melayu,74753,Sepi penumpang
203,2021,8,BRT,10,Tanjung Priok - PGC 2,213453,Sepi penumpang
204,2021,8,BRT,1,Blok M - Kota,462959,Ramai Penumpang
316,2021,3,BRT,9,Pinang Ranti - Pluit,756064,Padat Penumpang
317,2021,3,BRT,8,Lebak Bulus - Harmoni,508851,Padat Penumpang
318,2021,3,BRT,7,Kampung Rambutan - Kampung Melayu,453819,Ramai Penumpang
319,2021,3,BRT,6,Ragunan - Dukuh Atas 2,405083,Ramai Penumpang
320,2021,3,BRT,5,Kampung Melayu - Ancol,494769,Padat Penumpang
321,2021,3,BRT,4,Pulo Gadung 2 - Tosari,277604,Ramai Penumpang
322,2021,3,BRT,3,Kalideres - Pasar Baru,534617,Padat Penumpang
323,2021,3,BRT,2,Pulo Gadung 1 - Harmoni,412664,Ramai Penumpang
324,2021,3,BRT,13,Ciledug - Tendean,334450,Ramai Penumpang
325,2021,3,BRT,12,Penjaringan - Sunter Bouleverd Barat,164012,Sepi penumpang
326,2021,3,BRT,11,Pulo Gebang - Kampung Melayu,166555,Sepi penumpang
327,2021,3,BRT,10,Tanjung Priok - PGC 2,427032,Ramai Penumpang
328,2021,3,BRT,1,Blok M - Kota,1013221,Padat Penumpang
438,2021,6,BRT,9,Pinang Ranti - Pluit,692649,Padat Penumpang
439,2021,6,BRT,8,Lebak Bulus - Harmoni,477804,Padat Penumpang
440,2021,6,BRT,7,Kampung Rambutan - Kampung Melayu,405333,Ramai Penumpang
441,2021,6,BRT,6,Ragunan - Dukuh Atas 2,371126,Ramai Penumpang
442,2021,6,BRT,5,Kampung Melayu - Ancol,453222,Ramai Penumpang
443,2021,6,BRT,4,Pulo Gadung 2 - Tosari,276418,Ramai Penumpang
444,2021,6,BRT,3,Kalideres - Pasar Baru,484181,Padat Penumpang
445,2021,6,BRT,2,Pulo Gadung 1 - Harmoni,351897,Ramai Penumpang
446,2021,6,BRT,13,Ciledug - Tendean,315765,Ramai Penumpang
447,2021,6,BRT,12,Penjaringan - Sunter Bouleverd Barat,148267,Sepi penumpang
448,2021,6,BRT,11,Pulo Gebang - Kampung Melayu,148933,Sepi penumpang
449,2021,6,BRT,10,Tanjung Priok - PGC 2,393998,Ramai Penumpang
450,2021,6,BRT,1,Blok M - Kota,899829,Padat Penumpang
560,2021,1,BRT,9,Pinang Ranti - Pluit,622613,Padat Penumpang
561,2021,1,BRT,8,Lebak Bulus - Harmoni,419996,Ramai Penumpang
562,2021,1,BRT,7,Kampung Rambutan - Kampung Melayu,377657,Ramai Penumpang
563,2021,1,BRT,6,Ragunan - Dukuh Atas 2,320411,Ramai Penumpang
564,2021,1,BRT,5,Kampung Melayu - Ancol,400573,Ramai Penumpang
565,2021,1,BRT,4,Pulo Gadung 2 - Tosari,249575,Ramai Penumpang
566,2021,1,BRT,3,Kalideres - Pasar Baru,444971,Ramai Penumpang
567,2021,1,BRT,2,Pulo Gadung 1 - Harmoni,323751,Ramai Penumpang
568,2021,1,BRT,13,Ciledug - Tendean,266290,Ramai Penumpang
569,2021,1,BRT,12,Penjaringan - Sunter Bouleverd Barat,137793,Sepi penumpang
570,2021,1,BRT,11,Pulo Gebang - Kampung Melayu,134632,Sepi penumpang
571,2021,1,BRT,10,Tanjung Priok - PGC 2,356211,Ramai Penumpang
572,2021,1,BRT,1,Blok M - Kota,773717,Padat Penumpang
680,2021,5,BRT,9,Pinang Ranti - Pluit,663201,Padat Penumpang
681,2021,5,BRT,8,Lebak Bulus - Harmoni,480392,Padat Penumpang
682,2021,5,BRT,7,Kampung Rambutan - Kampung Melayu,416381,Ramai Penumpang
683,2021,5,BRT,6,Ragunan - Dukuh Atas 2,351285,Ramai Penumpang
684,2021,5,BRT,5,Kampung Melayu - Ancol,469390,Padat Penumpang
685,2021,5,BRT,4,Pulo Gadung 2 - Tosari,269533,Ramai Penumpang
686,2021,5,BRT,3,Kalideres - Pasar Baru,496285,Padat Penumpang
687,2021,5,BRT,2,Pulo Gadung 1 - Harmoni,358525,Ramai Penumpang
688,2021,5,BRT,13,Ciledug - Tendean,323662,Ramai Penumpang
689,2021,5,BRT,12,Penjaringan - Sunter Bouleverd Barat,138371,Sepi penumpang
690,2021,5,BRT,11,Pulo Gebang - Kampung Melayu,154256,Sepi penumpang
691,2021,5,BRT,10,Tanjung Priok - PGC 2,396760,Ramai Penumpang
692,2021,5,BRT,1,Blok M - Kota,937452,Padat Penumpang
807,2021,12,BRT,9,Pinang Ranti - Pluit,819178,Padat Penumpang
808,2021,12,BRT,8,Lebak Bulus - Harmoni,533221,Padat Penumpang
809,2021,12,BRT,7,Kampung Rambutan - Kampung Melayu,402368,Ramai Penumpang
810,2021,12,BRT,6,Ragunan - Dukuh Atas 2,401232,Ramai Penumpang
811,2021,12,BRT,5,Kampung Melayu - Ancol,513138,Padat Penumpang
812,2021,12,BRT,4,Pulo Gadung 2 - Tosari,319411,Ramai Penumpang
813,2021,12,BRT,3,Kalideres - Pasar Baru,465124,Ramai Penumpang
814,2021,12,BRT,2,Pulo Gadung 1 - Harmoni,380760,Ramai Penumpang
815,2021,12,BRT,13,Ciledug - Tendean,337233,Ramai Penumpang
816,2021,12,BRT,12,Penjaringan - Sunter Bouleverd Barat,167399,Sepi penumpang
817,2021,12,BRT,11,Pulo Gebang - Kampung Melayu,163776,Sepi penumpang
818,2021,12,BRT,10,Tanjung Priok - PGC 2,419198,Ramai Penumpang
819,2021,12,BRT,1,Blok M - Kota,1131439,Padat Penumpang
927,2021,9,BRT,9,Pinang Ranti - Pluit,576669,Padat Penumpang
928,2021,9,BRT,8,Lebak Bulus - Harmoni,374777,Ramai Penumpang
929,2021,9,BRT,7,Kampung Rambutan - Kampung Melayu,320701,Ramai Penumpang
930,2021,9,BRT,6,Ragunan - Dukuh Atas 2,294430,Ramai Penumpang
931,2021,9,BRT,5,Kampung Melayu - Ancol,357909,Ramai Penumpang
